place,country,continent,cleaned_text,count_label,tfidf_label,w2v_label,x,y,dbscan_label,h_label
Arvidsjaur,Schweden,Europa,hmy half century region debate presence interest missionary church succes settlement silver mountain town staging point supply depot development market day festival century church town hut today population family living reindeer husbandry town place hand experience life town street house side drag shop impression time visitor town attraction site point trip center northwest place grip culture tradition culture drag hut hut century church town apartment building design hut building pyramid roof forest forest home timber schoolteacher karin stenberg life work hut today weekend august venue festival,0,2,4,-0.5592384068218079,-0.007789414673829592,-1,17
Dalarna,Schweden,Europa,province area lake siljan resort border area place psyche exclusion place countryside village meadow smell summer flower idyll backdrop land northwest lake siljan chain mountain border lakeside town time option latter starting point train journey arctic circle province place note bear park need accommodation province hotel hostel campsite thing lake siljan interest inhabitant bank characteristic idea cleanlines today person attention setting lake siljan million year meteorite person surrounding tradition handicraft spell visitor feel region charm forest proximity lake dimension profile town village scenery hustle bustle holiday maker caravan place summer tourist blurb lakeside cabin hill promontory lake hillside village cottage flower summer writer han christian andersen visit return peace tranquillity lake view horde tourist village fus crowd shine place today destination swede life day food village hotel view lake siljan crowd hill campsite water lake beach tree couple spot corner lake place hereabout town draw museum painter ander zorn race train resort figurine dala horse colmy leg decoration foreigner kitsch swede colour horse rule household country couple display brother town janne olsson horse family baking shed teenager work cash parent end horse swede los country symbol life arctic circle inland railway track guide commentary information place route journey state venture municipality route inland railway card travel week midsummer celebration church boat race procession longboat local church sunday race midsummer day location lake race saturday july tourist office detail arrangement summer race timber structure outsider lack individuality expression conformity question practicality tradition climate wood protection element paint generation structure country copper preservative falu paint answer pebbledash,0,5,9,0.04551422307813493,0.0050950732380303145,0,9
Jaemtland,Schweden,Europa,border distance province lake watercourse neighbmy south supply fish lake cultivation land shore region settler existence example south province history iron part person sense identity year independence length time pride local village forest lake south skiing centre location competition group fiddle player title town province capital lake water version loch ness monster destination tourist summer hiking doorstep village resort lift slope snow december summer village haven rambler lake range hill peak mountain cable return square platform restaurant conncetion operating time viewing platform minute summit shoe clothe temperature wind summer view border summit connection operating time coffee sandwich mind route stamina path village word warning number mosquito insect july august repellent centre town gamla kyrka hook door campsite century stone church decoration smell candle ambience train line course pilgrim border route mountain bevy stream lake time viking army lake march king mercenary campaign death battle stiklestad today scenery attraction route winter skiing summer walking centre shore great lake town arctic circle stop lakeside position seaside holiday atmosphere place addition buzz town commercialism town centre engineering electronic industry force regiment lake monster king gustav town charter year thing mind trade region merchant farmer mountain good region market trade century town growth arrival railway visitor attraction home viking tapestry museum life year museum prize exhibit viking tapestry picture horse reindeer dog type dwelling century flax tapestry accident outhouse piece doll blanket rummy child reward cleaning church minute slideshow tapestry history significance great lake monster exhibitionthe museum place grip monster film subtitle creature series interview person thing lake person month year experience fear ridicule film display monster gear embryo monster lake thing glas shelf foot stair museumthe museum site person century costume ancestor baking tree felling gras cutting place child adult atmosphere work setting interior store building square entrance woodman cottage lumberjack pancake visitor youngster cot cluster house farm life land horse crop hand cattle crop variety period footbridge lake road bridge island person time name viking settlement fertility plenty walking island couple sight bridge front brick office century rune stone telling east missionary area hill century settlement walking trail area hunt presence king oscar organization whaler method metal clasp water bait pincers hand creature tackle display photograph creature monster spotting steamboat cruise lake board steamship edition boat renovation work visitostersund detail boat hmy trip lake harbmy town tour island century castle,0,5,1,-0.18150135205106627,0.0016275095989237663,0,2
Kristianstad,Schweden,Europa,kilometre shan centre gateway coast cathedral park nouveau theatre boat trip bird wetland visit century builder king year rule king renaissance town example preoccupation square street river plan town century fortification town perimeter century creation style boulevard today building town appearance starting point visit town heliga trefaldighetskyrkan train station church renaissance idea exterior gable building window light interior feature end magnificence organ facade look heliga trefaldighetskyrkan square century imitation renaissance design entrance bronze copy king bust revelation goatee beard earring dreadlock nipple flower motif source interest baby elephant neck town hall contrast post office brick design mayor house facade square palle pernevus fountain soul heaven building site town street sculpture axel olsson bronze romeo julium storgatan stora torg accordion player woman window road english park avenue horse chestnut copper beech tree centre nouveau theatre building designer axel anderberg stockholm opus house senior travel editor rough guide podcast host rough guide everywhere travel writer print publication guidebook isle wight twitter,0,2,9,0.026509217477736234,-0.0042531756532614255,0,14
Malmoe,Schweden,Europa,century city density herring coast fish trowel merchant influence century petrus kyrka city centre boost century castle mint flag griffin family crest king karl army distance dane county swede capital period stagnation thrust industrialization tobacco merchant fran suell enlargement harbmy bronze likenes norra vallgatan train station handiwork recovery boat trip shipyard limestone quarrying busines century decade century crisi series miscalculation shipping industry decline year renaissance atmosphere town today opening bridge town city fortune dane gateway traffic swede past size town square century lilla torg corner patch marshland house flowerpot cobble local tourist person drink bar summer jewellery stall night lilla torg frenzy activity venue mas body city arch lilla torg form design center century grain store design textile ceramic furniture courtyard entrance boutique park chain ground deal pleasure expanse tour flora history tourist castle park tree sculpture canal side river tree place park lake tourist city canal bank town district building area southeast insight culture root city forefront wing politic century creation development social democratic party fersen block enclave shop building exhibition centre block house national facade flower animal motif road victoriateatern cinema nouveau swirl glas fersen continuation city theatre right sculpture tier person shoulder johannesgatan storey glas building space work exhibition lot room feast canal minute walk park park pride community water feature exit park amusement park centre ballroom moriskan building style dome crescent park ballroom aim park founder bust city father park agitator august palm speech beginning year period social rule teacup ride park character city park exit area person descent family square haven food store side side shop junk restaurant karaoke pub summer afternoon atmosphere fruit stand order neighbourhood look sculpture square centre bronze weight chunk rock representation chimney woman hand back support image toil city limestone vision struggle side sight horizon turning torso walk canal varvsgatan line city hamnen district home skyscraper building tower steel height ground city skyline decade shipyard crane luxury flat penthouse turning torso park stretch beach kilometre limestone area southwest dune grassland beach family water metre jetty acces water jetty ribersborg kallbadhu water bathhouse bathing area sauna jetty beach rest bridge year debate kilometre bridge island coast tunnel traffic train mainland distance bridge level lane highway set train track section bridge approach bridge side december rail tunnel city train heart journey result,0,2,0,-0.08014580029328287,-0.001905292433009446,0,15
Lund,Schweden,Europa,spirit distance barb self importance essayist compatriot poet peter ortman part syndrome paranoium exhibitionism megalomanium place spirit sense tolerance city belief person kilometre reputation university city ocean bike image train station eccentricity century cathedral street variety style wealth restaurant city couple day range museum couple grandeur buzz student life atmosphere summer month place june august place exploration glory world masterpiece architecture cathedral storm cloud charcoal stone monochrome appearance look back building animal bird gargoyle side entrance feature century weathering back part exterior storey apse crypt gallery interior mas stone arch stone flooring world masterpiece architecture cathedral century archbishopric foundation period wealth eminence advent protestantism feature century choir stall testament scene carving seat feature left entrance clock hour day week course moon zodiac noon clock punch judy show knight sword time clock door trumpet herald three wise virgin mary crypt apse century smattering tombstone slab crypt tomb birger archbishop family altar position tomb stone effigy pillar stone figure woman child legend giant cathedral return saint name moon saint eye day blindnes wife baby father eye saint name giant wife child crypt column stone fable column figure town street rose bearing thoroughfare name time centre north need brick house south city heart route glory cathedral walk station place exploration,0,2,0,-0.012705995111393305,-0.006254537740562533,0,3
Varberg,Schweden,Europa,town century bathing resort sight fortres atmosphere plenty place coastline opportunity bathing windsurfing sight seafront summer square market pavement century fortres promontory attraction home king magnu eriksson peace treaty incursion territory bastion protection king christian century time fortres entrance fortres side archway courtyard route stone step terrace tour dungeon cocoa building courtyard youth hostel fortres feature fortres museum attention exhibit bocksten murder victim stake body belief spirit murderer farmer crop garb acidity bocksten world costume cloak hood shoe stocking addition skeleton madame tussaud figure hair centrepiece exhibition idea bocksten film subtitle dating procedure museum work richard bergh nil kreuger karl school artist year century style mood atmosphere night scene fortres star influence gogh painting colour atmosphere collection swimming trunk bikini bather year practice water sprite folklore custard cream fortres prison option fortres shadow prison practice cell inmate lifer day tradition bathing resort town beach minute walk town centre strandpromenaden footpath shore skarpe nord woman woman beach crone minute goda hopp hope beach beach rock patch gras sand step swimming,0,2,9,0.062073218003001064,-0.002963609343574622,0,9
Jardin des Tuileries,Frankreich,Europa,glammy champ city district luxury hotel fashion boutique avenue part axi heart city grande arche west voie triomphale triumphal vista length city landmark champ tuilery dropdown content garden concorde triomphe dropdown content ensemble town planner king emperor president stamp power prestige triomphe traffic middle place charle gaulle star account avenue arch homage army loui philippe army name general battle inside arch relief exterior rude type figure revolution sword face rallying reminder side tomb soldier arch flame evening veteran step view time dusk marble grande arche light concorde jardin tuilery garden catherine site warren tilemaker tuilery palace ground year loui landscape artist result today avenue flowerbed vista tree path alley pond end chair pond spot surrounding statue like copy original,0,2,2,0.36198247326271704,-0.0023879779998628534,0,7
Paris,Frankreich,Europa,paragon style city village metropoli inhabitant hauteur city reputation magnet writer artist dissident forefront life pleasure street life bank bridge river bar restaurant street boulevard city compactnes feel quartier gravity parisian visitor power city beauty course style romanticism history heart year place monument nook community boulangerie gallery museum offer brasseries restaurant street dark city theatre concert hall church world production theatre dance cinema music quarter department store grand boulevard boutique glas passage mall halle left bank quartier association character boom closerie lila glitteratus cemetery quarter tradition couple museum tmy skyscraper bone catacomb guide arrondissementsouth arrondissement slouse neighbourhood shop bar market area attraction promenade line walkway expanse boi vincenne wine market world warehouse shop symbol revolution toppling prison quarter clas district construction opus house artist fashion folk person shop nightlife lappe roquette opening centre pompidou rise reaction critic public architect renzo piano richard roger space infrastructure utility pipe escalator tube colmy function exterior snake ladder fashion escalator front building acces national moderne view city museum cinema performance space library galerie enfant floor exhibition workshop galerie photography basement level exhibition year centre archive photograph national moderne floor centre pompidou floor year floor thank acquisition policy gift collection essay history century fraction work display time opening museum sister site gallery museum holding storage display flooron floor fauvism cubism dada surrealism expressionism collection work masterpiece standout tristesse meditation memory highlight number painting collection work avec composition room painting sonium delaunay mood work display surrealist floorthe floor installation photography video display model design artist annette messager sophie calle christian boltanski daniel buren dominique gonzalez foerster arrival anrus sala edge pompidou centre step piazza building atelier home studio constantin sculptor content workshop state condition room insight studio trademark bird column shape bras marble studio artist quarters beau quartier arrondissement sight exception marmottan collection frank gehry building fondation loui vuitton centre boi boulogne area west boi boulogne tree lake cycling trail display parc bagatelle skyscraper purpose district grande arche lachaise cemetery resting place notable haven footpath slope tree branch tomb world cemetery stop burial city cemetery churchyard authority fontaine lachaise cachet cemetery entrance shop grave division pole wreath flower fan grave morrison division singer door oscar wilde tomb division sculpture jacob epstein messenger grave edith piaf marcel proust division memorial victim nazi concentration camp fighter episode history division wall troop day battle bassin canal gate city generation centre working clas district source employment abattoir meat market complex park science music complex junction deni canal water city second extension canal martin loop canal renovation section quai cyclist rollerblader pedestrian art centre area term climate spring time day rain shower summer july august parisian city tourist autumn thing autumn fashion show trade fair season hotel day winter wind boulevard snow winter sunlight hand city light temple cuisine city number restaurant cuisine meat dish cuisine variety food senegalese bistronomy movement chef concoction favmy cuisine flavour role vegetable setting price restaurant crystal linen elbow elbow bench trestle table joint bistro special blackboard seafood brasseries interior boho today city restaurant bistro focu food service school decor breed hipster coffee house east need caffeine head city brew restaurant course evening meal lunchtime menu menu formule boulevard brasseries area place weekend advance place week case month reputation vegetarian salad omelette cheese baguette place dish breed chef attention flavour possibility vegetable number restaurant coffee house tapa bar dish bistro hipper restaurant place phrase vegetarian love style attachment trader variety speciality shop century arcade passage arrondissement boutique kilometre place germain book shoe antique artwork place quartier quarter canal saint martin area couture bastion montaigne faubourg shopping heart city halle place book shopping row bookstall river parapet quartier home city bookshop stop fashion department store place browsing street sulpice left bank picking vieux colombier renne cherche midi shoe home couture designer label triangle champ montaigne faubourg designer reach street cambon pyramide side city canal martin clothe resident boutique charlot poitou saintonge haut designer outfit street charonne keller concentration designer boutique foot martyr street troi clothing area forum halle place etienne marcel tiquetonne clothe edge centre scene point pink triangle sainte croix bretonnerie lesbian address community fame home nightlife century today city bar club scene world clas music programme world music jazz jazz house electro lounge home rock chanson history sense rest country capital province province city inhabitant parisius tribe century settlement island today roman city century ground left bank city hill today hill montagne name patron saint legend town army holines year invader christianity frank leader group tribe city capital kingdom dynasty hugue capet count king time territory region start monarch control rival power influence publicity credibility field case today city influence university centre learning war plague century half ruin encouragement city war religion capital parisian loyalty throne century rebellion loui city experience king decision court palace court absence building capital parisian deputy mob forefront citizen return order emperor city signature monument folly majesty triomphe carrousel grande super university nation administrator engineer teacher fall empire destruction diplomat city russian shot nationalist occupation restoration regime city playground tourist destination shock fabric city facade proces prefect baron city slum boulevard rifle troop insurrection boulevard residence nazi troop june ally general august street protest feature life student street quartier barricade builder satellite town population immigrant descendant community poverty unemployment discontent challenge city entity grand person suburb effect city socialist woman mayor anne hidalgo policy predecessor bertrand cycle environment pedestrian riverbank city square nation wake charlie hebdo shooting january person journalist magazine charlie hebdo self jihadist area city sense unity solidarity mayor city candidate olympic game image sainte chapelle willem hofwegen shutterstock page affiliate link recommendation,1,2,9,0.04258292626924665,-0.006434753430168835,0,9
Cote d Azur ,Frankreich,Europa,opinion place playground other victim hype gap sprawl island beauty hill water coast light artist month july august room price campsite health hazard local november museum hotel restaurant block market goody flower busines afternoon craft market stall table place juan pin centre heyday year summer season resort haunt film star charlie chaplin maurice chevalier lilian harvey star fame juan pin casino cachet beach sand rampart century grimaldi space terrace garden sculpture germaine richier other term loan building studio month output work bulk collection period nude faun life sculpture ceramic workshop exhibition aspect collection canvase nicola month baie ange stretch century resort town paul collection fondation maeght chapel place place haut july manner activity part saint pierre august street theatre seafront august boule competition bourgade village paul home treat region fondation maeght marguerite maeght collector dealer artist gate fondation maeght fusion architecture landscape alberto giacomettus edge gras pond mobile tile flower bird bench stone wall fountain bury building daylight collection work other time garden portside posing sunbathing boat trip calanque fjord inlet limestone cliff park company port sea footpath port miou side town hmy round trip foot calanque shore water cliff heaven fire risk smoking fire walk wind refreshment stop water resort maure dollar residence hill yacht bay seafront price beach silver mica crystal sand pine oak eucalyptu rock chestnut hill wind wonder president retreat fort borme mimosa road principality town french mean stretch grande route roman julium augustum moyenne quarter century tourism congestion road location commercial movie crash death princes grace irony cornich backdrop film success thief loui picture ciotat town claim fame world movie house eden cinema today stint european capital culture cinema programme documentary film classic town film festival brother monument part fundamental olive garlic herb vegetable fruit goat cheese course predominance fish fish soup bouillabaisse bourride garlic chilli mayonnaise rouille coast fish herb flame seafood spider crab clam urchin crayfish crab lobster mussel oyster coast harvest luxury influence ravioli spinach crust pizza sort pastum vehicle anchovy olife garlic tomato speciality socca chickpea flmy pancake pizza tart anchovy olife olife salad tuna mesclun salad leaf spot street food petit farci aubergine pepper tomato feature menu wine appellation wine cocktail speciality pasti tipple area suburb plage marina port plage turn east neighbmy turn century mansion hotel world bombardment family atmosphere acces beach west port plage east jardin bonaparte marina santum lucium opportunity kind watersport sand money casino square gand vieux port resort queen victorium admirer coast focu tourism winter convalescence beach today flower plant date palm street garrison town slope casteou hill town villa style avenue gambettum north south axi coast gien mainland isthmu capte sand bar salt flat greenery sand beach reminder mainland century island accommodation visitor sign smoking port flower picking littering fire risk summer time section island visitor path haven tempest time home monk farmer middle age target piracy attack island port cro fort century position port cro action american presence percent missile testing range island military colony crane port ciotat tanker today town tourism yachting place sightseeing waterfront beach side port street town poilu number boutique immobilier change shipyard pleasure port coast hinterland massif maure point hill succession ridge drop view road spring forest million flower road cyclist winter haunt hunter brush crawl tortoise coast tropez croix valmer film village cone house century church ruin castle entity effect timelessnes glas lift visitor village road order street templier michel house knight templar view castle ruin village garde freinet hill century person village saint settlement hillside foundation fortres village ruin century castle path planette park village charm walk panorama market spot expat property attempt tropez failure resort mountain border doctor jame henry bennet treatise benefit climate tuberculosi patient thousand sufferer hope cure event year citron february lemon bacchanalium procession float fruit walk parc mugel cluster rock formation promontory shipyard path vegetation terrace stop park anse calanque avenue name neighbmy tropez gulf maxime stereotype corniche pleasure boat harbmy beach windsurfer water skier deco casino seafront neighbour strip tropez beach budget pleasure watersport maxime diversion cost plenty glacier snack place avenue charle gaulle water park manner water slide road town summer playground tropez july august spot yacht champagne spray party exces summer designer charm budget time year origin tropez fishing village port greek saracen middle age distinction inaccessibility peninsula road boat century weather painter paul signac tropez house friend dongen suit world tropez hangout influx writer painter journal girl back car roger vadim brigitte bardot femme cult celebrity place weight visitor beach walking distance tropez granier cavaillon path coast canebier beach pierre tropez salin beach tahitus plage tahitus plage start north south beach world initiator bathing cult water beach wind vegetation garbage bar restaurant beach patio sofa cocktail cream meal club boulevard nikki beach celebrity hangout,0,9,9,0.07326141480871509,0.0009696171154312846,0,8
Provence,Frankreich,Europa,region snow mountain deltum plain canyon verdon town border village hilltop city glory inducement sunshine food wine perfume vegetation wonder throng summer visitor landscape town hill village haut exploration bike foothill citadelle town digne bain beauty majesty verdon grand canyon verdon counterpart scale viewpoint crevice lake area river gorge tunnel moment flow pont galeta canyon sainte croix water level beach bend road visitor north circuit cycling country outfitter guide activity climbing rafting canoeing canyoning cycling horseriding season corner world winter sheep shepherd pasture height mouflon chamoi ermine village shepherd summer market haul conglomeration style chalet house sport shop nightclub life lift dichotomy town colmar alpe visitor merveille century traveller place figure devil thousand demon rock description carving animal tool person symbol time millennium valley dalma tende route hike mesch refuge engraving refuge merveille area bound guide sky hailstorm lightning food water detail walk tourist office parc national mercantmy band mountain border haven wildlife colony chamoi mouflon ibex marmot pair eagle bird prey woodpecker hoopo blackcock ptarmigan wolf flora species lily orchid plant saxifrage roya valley border breil roya road river valley highlight merveille jumble lake rock flank mont bego valley town cuisine influence olife ingredient sauce salad tart pizza caper tapenade aperitif pasti classic garlic pistou paste garlic basil name garlic mayonnaise dish salt vegetable tomato capsicum aubergine courgette onion ratatouille courgette flower pistou tomato sauce delicacy sheep mountain summer meat herb fish menu trout salt anchovy bream monkfish bas whiting seafood clam periwinkle urchin oyster sweet almond calisson fruit fruit melon peach apricot fig cherry grape cheese banon chestnut leaf brandy picadon foothill goat milk wine pape east wine ventoux luberon appellation exception baux baux wine coast,0,1,6,0.16576643527348614,0.005337630769598511,0,16
Musee du Louvre,Frankreich,Europa,palace swathe centre city setting world gallery fortres castle renaissance style century half ruler palace style result building marble carrousel courtyard place building art department glas gold roof museum departure tale queue foot corridor jostle front mona lisa way hassle entrance section draw collection floor plan information booth hall fraction collection museum size crowd wing peace break hall stair wing south north east quadrangle cmy visitor allure mona lisa wing rest painting sculpture scale century canvase alternative chronology painting sculpture wing change scene medieval section floor stump philippe auguste keep vestige charle palace wall gallery sculpture stone writing pottery relic near east civilization highlight section stonework relief statue bust prince find civilization jewellery object sandal sarcophagi dozen example naturalism technique wall tile piebald calf field papyru duck marsh exhibit great sphinx block granite seated scribe statue life size statue chancellor bust amenophi relief sculpture sethi goddes hathor collection statue world crowd puller museum mona lisa winged victory samothrace staircase venu milo venu horde aphrodite marble head kaufmann head venu arle dame section style mosaic asium minor fresco section museum department art cmy viscontus object collection art glas gold roof silk headscarf sand dune inscription ivory century glas painting court mughal sculpture section level wing piece glas courtyard marly horse cmy marly cmy milon crotone centrepiece room development sculpture work piece burgundian tomb philippe mourner work course nude bust antidote section floor masterpiece virtuoso virgin child angel objet section floor wing tapestry ceramic jewellery furniture patron room chronology sense evolution taste exception middle age section nature apotheosi experience circuit apartment minister state section painting place tmy painting wing master classicism theme artist brun suite room painting relief still life sketch figure fantasy wing section wind painting style romanticism room school painting century area painting floor wing pair room nationalism romanticism work canvase coronation notre dame raft medusa liberty person icon century revolution collection painting salon royal academy work west grande distance name renaissance filippo lippus vincus mannerist half quality representativenes century mona lisa paolo veronese marriage cana salle room joconde french swarm admirer thing collection portrait floor collection painting work rembrandt self portrait painting section room collection print drawing rotation,0,2,3,0.10665996740365964,-0.007376244074186234,0,0
Normandy,Frankreich,Europa,mainstream seaboard province history independence viking century area near east part settlement food characteristic heart richnes orchard dairy herd region heartland pay southeast menu meat veal style addition cream butter dish orchard fruit state form apple pear cider brandy norman blood gut addition meat fowl rabbit duck speciality bird blood sauce preparation andouille sausage chitterling tripe hour blowout country restaurant pause course glas apple brandy breath coastline seafood restaurant port resort attention copieuse cherbourg eating opportunity menu product meadow cow course cheese cheese making pay monastery dark age century product roman rose angelot cheese coin angel dragon variety century pont crust flavmy marie version time priest madame farmhouse modification line technique meau proces curd drainage cheese succes market development railway invention chipboard cheesebox popularity place suisse normande canoeing rock climbing country walk stretch town story william conqueror home saint region word type countryside field hedgerow wall earth form farming day system barricade troop region resemblance plain hand hand slaughter destruction village hill valley pay manor house pasture world cheese pont orchard norman cider apple pear apple brandy norman cooking area auberge farm visitor meal tourist office list producer cheese booze time year peasant girl history jeanne french court hundred year year grip alliance voice country case disguise meeting divine guidance week examination tribunal parlement command army whirlwind campaign raising siege hold loire valley enemy territory accordance tradition king cathedral july year triumph army ransom chivalry offer payment absence offer ducat christmas philippe auguste heresy account vision refusal clothing trial life february month panel assessor evidence death scaffold ouen cemetery sentence life imprisonment judge bishop pierre cauchon representative sunday clothing archbishop chapel romain death time stake place vieux ash heart legend transcript trial forbearance humility ordeal statu heroine country patron saint abbey mont michel island frontier millennium island mainland causeway road thank reconstruction project island shore bridge decking water century sand point work acces million tourist mont michel vehicle mainland island foot bike shuttle horse carriage outcrop abbey mount peril pilgrim archangel michael protector rock rock struggle paganism evil abbey century archangel bishop work church peak century structure hotchpotch building pinnacle silhouette eiffel tower abbey fortres town home community century peak monk monastery prison year duke richard order benedictine island life contemplation dozen nun monk monastic fraternity jerusalem presence maritime section coastline home port havre resort course river village plateau cycling country visitor loop river abbey philibert ruin abbey viking century outline century william conqueror reconsecration tower arch nave tree cloister sight richard lionheart gaillard andely position power movement river frontier king domain year castle henrus destruction flint wall keep outline knoll foot path richard coeur lion petit andely cliff headland scale port resort century parisian train front pastime swimming ferry service year place kid aquarium strip pebble beach attraction cliff castle seafront lawn area gare bar brasseries sort restaurant french street waterside district house claude death water lily pond andely north bank garden none painting display lover pilgrimage garden enthusiast visit studio depiction water lily giftshop house storey structure shutter room floor ceiling collection print furnishing sense dining room wall fitting yellow flower garden river footpath water lily pond road path pond footbridge view water lily gardener boat june rhododendron wisterium bloom time havre sprawl traveller port estuary town home person place pilgrimage fan architecture port havre harbmy trading post destruction world architect auguste sense space showpiece monument self confidence relic city whole block visitor dictum concrete stroll city capital upper city site roman point duke stage trial execution control world bridge area cathedral quai bank quarter city core street north river approximation city imagination home population area time number port country city loop dock infrastructure south addition sort tower spire extension notre dame heart masterpiece century facade subject study light today white century dirt ambulatory crypt tomb royalty duke toil heart richard lionheart summer night name minute light show cathedral facade show painting canvase story,0,2,6,0.15684902461991207,-0.0012340784239102775,0,16
Marseille,Frankreich,Europa,year renaissance port reputation sleaze danger range visitor city attraction metropoli coast heel appearance stint european capital culture march progress year project year bottle fountain city squalor chance place greek half millennium area century privilege king army fortune plague bigotry terror storming march marseillaise revolutionary hymn army rhine name marseillaise anthem german world place year settler community origin migrant comoro archipelago colony indian ocean vieux port fish quay boat spot city street life afternoon north panier side terrace view ferry shuttle port north side rive neuve north vieux port fort jean esplanade focu quarter fortress harbmy entrance construction nicola side port city defeat entity loui fort city army city council opposition limit expenditure borrowing,0,2,7,-0.11431799562378615,-0.003424272580809466,0,4
Disneyland Paris,Frankreich,Europa,region capital france border province hunting retreat dropdown content state show vaux vicomte architecture collection dropdown content interior world cathedral reach suburb deni style pinnacle attraction dropdown content satellite town marne room staircase fireplace doubt apotheosi indulgence complex plan crowd morning garden lawn vista statuary fountain pool marie antoinette estate palace tmy bus palace hall mirror envy finance minister vaux vicomte design team architect painter brun gardener palace time construction death head state institution individual rising sitting coming going ceremony attendance honmy courtier headquarters state court noble palace state squalor king death year residence family revolution furniture picture ruin philippe museum glory commune seat government parliament opus building room guide grand appartement king busines procession drawing room galerie glace hall mirror treaty world room time queen apartment wing queen bedchamber refit surface leaf garden water parterre walk garden side limit estate park wood field sheep area part marie antoinette ticket reach garden marie antoinette queen country retreat relief etiquette court dozen building expense style taste reputation extravagance centrepiece marie antoinette petit trianon palace mistres pompadmy marie antoinette husband wedding gift interior cabinet salon mirror window space ticket grand trianon palace hardouin mansart country retreat empire style petit trianon petit marie antoinette maid shepherdes king member circle east jardin stream bank temple grotto hameau reine play village farm queen fantasy life child adult commercialism resort hotel village trip capital area park ride walt studio park ride animation plenty thrill ride park variety thrill ride majority attraction magic kingdom land main street tiny world sleeping beauty castle peter flight dumbo flying elephant attraction set ride pirate caribbean indiana jone temple peril wild west hair roller coaster thunder mountain train phantom manor space mountain mission roller coaster parade float character main street event show firework display walt studio park animation hand part audience film effect stunt show park attraction ride size chase kitchen ride corkscrew metal knuckler rock roller coaster aerosmith elevator twilight zone tower terror exhilaration crush coaster hotel part package agent snack lot place table notre dame side cathedral existence forest base hunting expedition lodge century transformation palace initiative colony artist rosso fiorentino decoration palace highlight interior italian galerie gilt wood stucco work panel brushwork painting theme kingship influence development design style rest petit appartement room wife entourage ticket tmy tmy variety souvenir ticket garden wild forest walking cycling trail environ,0,2,2,0.34238600992106516,-0.00020556232545308997,0,7
